id,name,release_date,platform
74938,Star Control II,2003-03-03,Macintosh
74938,Star Control II,2002-11-26,Windows
74938,Star Control II,2002-11-11,Windows
69188,Civilization,1996-04-26,PlayStation
69188,Civilization,1997-05-02,SEGA Saturn
69188,Civilization,1994-10-07,SNES
73423,Civilization IV: Beyond the Sword,2007-07-17,Windows
73423,Civilization IV: Beyond the Sword,2007-07-23,Windows
70687,Civilization IV,2005-11-04,Windows
70687,Civilization IV,2010-01-15,Windows
70687,Civilization IV,2009-03-27,Windows
70687,Civilization IV,2006-06-17,Windows
70687,Civilization IV,2007-12-07,Windows
70687,Civilization IV,2005-10-25,Windows
70687,Civilization IV,2006-10-25,Windows
68568,Super Mario Bros. 3,2003-10-21,Game Boy Advance
68568,Super Mario Bros. 3,2018-09-18,Nintendo Switch
68568,Super Mario Bros. 3,2015-12-29,Game Boy Advance
68568,Super Mario Bros. 3,1991-08-29,NES
68568,Super Mario Bros. 3,1988-10-23,NES
68568,Super Mario Bros. 3,2013-01-01,Nintendo 3DS
68568,Super Mario Bros. 3,2003-07-11,Game Boy Advance
68568,Super Mario Bros. 3,1990-02-02,NES
68568,Super Mario Bros. 3,1990-02-12,NES
68568,Super Mario Bros. 3,2013-12-25,Wii U
68568,Super Mario Bros. 3,2007-11-05,Wii
68492,Final Fantasy VII,1997-11-01,PlayStation
68492,Final Fantasy VII,2019-03-26,Nintendo Switch
68492,Final Fantasy VII,2015-08-20,iPad
68492,Final Fantasy VII,1997-01-31,PlayStation
68492,Final Fantasy VII,1997-09-20,PlayStation
68492,Final Fantasy VII,1998-06-24,Windows
68492,Final Fantasy VII,2009-04-16,PlayStation 3
68492,Final Fantasy VII,2013-07-04,Windows
69325,X-COM: UFO Defense,1995-10-25,PlayStation
69325,X-COM: UFO Defense,2007-02-22,Windows
69325,X-COM: UFO Defense,1993-12-31,Windows
70414,Planescape: Torment,1999-12-12,Windows
70414,Planescape: Torment,2017-04-11,Linux
68491,Final Fantasy VI,2014-01-14,Android
68491,Final Fantasy VI,2011-03-15,Wii
68491,Final Fantasy VI,2013-06-26,Wii U
68491,Final Fantasy VI,2002-03-01,PlayStation
68491,Final Fantasy VI,2014-02-06,iPad
68491,Final Fantasy VI,2006-11-30,Game Boy Advance
68491,Final Fantasy VI,1999-03-11,PlayStation
68491,Final Fantasy VI,1994-02-04,SNES
68491,Final Fantasy VI,2007-02-05,Game Boy Advance
68491,Final Fantasy VI,1994-10-11,SNES
68491,Final Fantasy VI,2011-04-20,PlayStation 3
68491,Final Fantasy VI,2022-02-23,Windows
68491,Final Fantasy VI,2015-12-16,Windows
90215,The Elder Scrolls V: Skyrim,2011-11-11,PlayStation 3
90215,The Elder Scrolls V: Skyrim,2011-11-11,Xbox 360
90215,The Elder Scrolls V: Skyrim,2011-11-11,Windows
123076,The Last of Us,2013-06-14,PlayStation 3
123076,The Last of Us,2013-05-07,PlayStation 3
68569,Super Mario World,1994-11-21,SNES
68569,Super Mario World,2016-03-03,Nintendo 3DS
68569,Super Mario World,2006-12-02,Wii
68569,Super Mario World,2014-04-03,Wii U
68569,Super Mario World,2013-04-26,Wii U
68569,Super Mario World,2002-04-12,Game Boy Advance
68569,Super Mario World,1992-04-11,SNES
68569,Super Mario World,2001-12-14,Game Boy Advance
68569,Super Mario World,1990-11-21,SNES
68569,Super Mario World,2002-02-11,Game Boy Advance
69189,Civilization II,1996-02-29,Windows
69189,Civilization II,1998-01-20,PlayStation
69189,Civilization II,1998-06-01,Windows
70453,Master of Orion II: Battle at Antares,1996-12-16,DOS
71270,Fallout 2,2002-07-31,Macintosh
71270,Fallout 2,1998-10-29,Windows
71270,Fallout 2,2008-10-23,Windows
69057,Castlevania: Symphony of the Night,1997-11-01,PlayStation
69057,Castlevania: Symphony of the Night,1997-03-20,PlayStation
69057,Castlevania: Symphony of the Night,2007-11-08,PSP
69057,Castlevania: Symphony of the Night,1998-06-25,SEGA Saturn
69057,Castlevania: Symphony of the Night,1997-10-02,PlayStation
69057,Castlevania: Symphony of the Night,2007-07-19,PlayStation 3
69057,Castlevania: Symphony of the Night,2007-03-21,Xbox 360
111752,Rayman Origins,2012-02-22,PlayStation Vita
111752,Rayman Origins,2011-11-25,Xbox 360
111752,Rayman Origins,2011-11-24,PlayStation 3
111752,Rayman Origins,2011-11-24,Wii
111752,Rayman Origins,2012-11-06,Nintendo 3DS
111752,Rayman Origins,2011-11-15,PlayStation 3
111752,Rayman Origins,2011-11-15,Wii
111752,Rayman Origins,2011-11-15,Xbox 360
111752,Rayman Origins,2012-03-30,Windows
160787,Bloodborne,2015-03-25,PlayStation 4
160787,Bloodborne,2018-07-18,PlayStation 4
160787,Bloodborne,2015-03-27,PlayStation 4
160787,Bloodborne,2015-03-26,PlayStation 4
160787,Bloodborne,2018-07-26,PlayStation 4
160787,Bloodborne,2015-03-24,PlayStation 4
160787,Bloodborne,2018-06-28,PlayStation 4
152161,Geist - An Interactive Geek Horror,2014-01-05,Software Interpreter
85477,Dead Space 2,2011-01-25,PlayStation 3
85477,Dead Space 2,2012-04-13,PlayStation 3
85477,Dead Space 2,2011-01-26,Windows
85477,Dead Space 2,2011-01-25,Xbox 360
85477,Dead Space 2,2011-01-27,PlayStation 3
85477,Dead Space 2,2011-01-27,Windows
85477,Dead Space 2,2011-01-27,Xbox 360
85477,Dead Space 2,2011-01-28,PlayStation 3
85477,Dead Space 2,2012-09-14,PlayStation 3
85477,Dead Space 2,2011-01-28,Windows
85477,Dead Space 2,2012-02-06,Windows
85477,Dead Space 2,2011-01-25,Windows
85477,Dead Space 2,2011-01-28,Xbox 360
85477,Dead Space 2,2011-01-26,Xbox 360
85477,Dead Space 2,2012-10-03,PlayStation 3
85477,Dead Space 2,2012-11-12,Xbox 360
69083,Halo: Reach,2010-09-14,Xbox 360
69083,Halo: Reach,2011-04-11,Xbox 360
75933,Team Fortress 2,2007-10-10,Macintosh
72758,Heroes of Might and Magic II: The Succession Wars,1996-10-31,DOS
72758,Heroes of Might and Magic II: The Succession Wars,1996-10-31,Windows
71093,Civilization IV: Warlords,2006-07-28,Windows
71093,Civilization IV: Warlords,2006-07-24,Windows
72601,The Beatles Rock Band,2009-09-09,PlayStation 3
72601,The Beatles Rock Band,2009-09-09,Wii
72601,The Beatles Rock Band,2009-09-09,Xbox 360
125174,Carcassonne (2010),2010-06-03,iPad
125174,Carcassonne (2010),2015-12-10,Macintosh
142804,Shovel Knight,2014-06-26,Nintendo 3DS
142804,Shovel Knight,2017-03-03,Nintendo Switch
142804,Shovel Knight,2014-06-26,Wii U
142804,Shovel Knight,2014-10-08,Linux
142804,Shovel Knight,2014-09-15,Macintosh
142804,Shovel Knight,2015-11-03,PlayStation 4
142804,Shovel Knight,2015-12-03,Wii U
142804,Shovel Knight,2015-04-21,PlayStation 3
142804,Shovel Knight,2015-04-21,PlayStation 4
142804,Shovel Knight,2015-04-21,PlayStation Vita
142804,Shovel Knight,2014-06-26,Windows
142804,Shovel Knight,2015-04-29,Xbox One
132796,Europa Universalis IV,2013-08-16,Linux
132796,Europa Universalis IV,2013-08-13,Macintosh
71267,Disgaea: Hour of Darkness,2009-04-02,Nintendo DS
71267,Disgaea: Hour of Darkness,2009-04-03,Nintendo DS
71267,Disgaea: Hour of Darkness,2004-05-28,PlayStation 2
71267,Disgaea: Hour of Darkness,2007-12-14,PSP
71267,Disgaea: Hour of Darkness,2008-06-26,Nintendo DS
71267,Disgaea: Hour of Darkness,2003-01-30,PlayStation 2
71267,Disgaea: Hour of Darkness,2006-11-30,PSP
71267,Disgaea: Hour of Darkness,2016-02-24,Nintendo Switch
71267,Disgaea: Hour of Darkness,2018-10-09,Nintendo Switch
71267,Disgaea: Hour of Darkness,2008-09-01,PlayStation 2
71267,Disgaea: Hour of Darkness,2003-08-27,PlayStation 2
71267,Disgaea: Hour of Darkness,2007-10-30,PSP
71267,Disgaea: Hour of Darkness,2013-01-15,PlayStation 3
71267,Disgaea: Hour of Darkness,2016-02-24,Windows
72042,Vampire: The Masquerade – Bloodlines,2004-11-18,Windows
72042,Vampire: The Masquerade – Bloodlines,2004-11-26,Windows
72042,Vampire: The Masquerade – Bloodlines,2004-11-17,Windows
70672,Tetris (1984),2007-03-12,Web Browser
70672,Tetris (1984),1999-07-01,Game Boy Color
70672,Tetris (1984),1990-02-23,NES
70672,Tetris (1984),2011-12-22,Nintendo 3DS
70672,Tetris (1984),1998-11-20,Game Boy Color
70672,Tetris (1984),1990-01-01,Windows
73376,Age of Empires II: The Conquerors Expansion,2000-08-24,Macintosh
73376,Age of Empires II: The Conquerors Expansion,2000-08-24,Windows
81828,The Legend of Zelda: Skyward Sword,2021-07-16,Nintendo Switch
81828,The Legend of Zelda: Skyward Sword,2011-11-18,Wii
81828,The Legend of Zelda: Skyward Sword,2011-11-20,Wii
72764,Heroes of Might and Magic III: Armageddon's Blade,1999-09-30,Windows
71750,Mega Man X,1994-08-25,SNES
71750,Mega Man X,1993-12-17,SNES
71750,Mega Man X,1995-01-01,DOS
71750,Mega Man X,2017-09-29,SNES
71750,Mega Man X,2013-05-22,Wii U
71750,Mega Man X,2011-04-05,Wii
229104,Marvel's Spider-Man,2018-09-07,PlayStation 4
229104,Marvel's Spider-Man,2019-08-27,PlayStation 5
72767,Heroes of Might and Magic III: The Shadow of Death,2000-03-31,Windows
74554,Thief: The Dark Project,1998-11-30,Windows
74554,Thief: The Dark Project,1999-09-30,Windows
74554,Thief: The Dark Project,2014-02-27,Windows
143975,Super Mario 3D World,2013-11-30,Wii U
143975,Super Mario 3D World,2013-11-29,Wii U
143975,Super Mario 3D World,2013-11-21,Wii U
143975,Super Mario 3D World,2013-11-22,Wii U
143975,Super Mario 3D World,2021-02-12,Nintendo Switch
102969,Journey (2012),2012-03-13,PlayStation 3
102969,Journey (2012),2015-07-21,PlayStation 4
102969,Journey (2012),2019-06-06,Windows
88101,The Witcher 2: Assassins of Kings,2011-05-17,Windows
88101,The Witcher 2: Assassins of Kings,2012-04-17,Xbox 360
88101,The Witcher 2: Assassins of Kings,2011-05-16,Windows
88101,The Witcher 2: Assassins of Kings,2012-04-17,Windows
131067,Rayman Legends,2013-08-30,PlayStation 3
131067,Rayman Legends,2013-08-30,PlayStation Vita
131067,Rayman Legends,2013-08-30,Wii U
131067,Rayman Legends,2013-08-30,Xbox 360
131067,Rayman Legends,2017-09-12,Nintendo Switch
131067,Rayman Legends,2014-02-18,PlayStation 4
131067,Rayman Legends,2018-08-10,PlayStation 4
131067,Rayman Legends,2014-02-21,Xbox One
131067,Rayman Legends,2013-09-03,PlayStation 3
131067,Rayman Legends,2013-09-03,PlayStation Vita
131067,Rayman Legends,2013-09-03,Wii U
131067,Rayman Legends,2013-09-03,Xbox 360
131067,Rayman Legends,2014-02-20,PlayStation 4
131067,Rayman Legends,2013-08-30,Windows
68413,Borderlands,2009-10-23,Xbox 360
68413,Borderlands,2009-10-26,Windows
68413,Borderlands,2009-10-20,PlayStation 3
68413,Borderlands,2009-10-20,Xbox 360
72599,Left 4 Dead,2008-11-18,Windows
72599,Left 4 Dead,2008-11-18,Xbox 360
72599,Left 4 Dead,2008-11-21,Xbox 360
72599,Left 4 Dead,2008-11-21,Windows
72599,Left 4 Dead,2008-11-17,Macintosh
78221,Unreal Tournament,2001-04-20,PlayStation 2
78221,Unreal Tournament,2000-11-24,Windows
78221,Unreal Tournament,2001-06-29,Sega Dreamcast
78221,Unreal Tournament,2000-02-11,Windows
78221,Unreal Tournament,2001-03-13,Sega Dreamcast
78221,Unreal Tournament,2000-01-17,Macintosh
78221,Unreal Tournament,2000-10-21,PlayStation 2
78221,Unreal Tournament,2000-10-28,Windows
78221,Unreal Tournament,1999-11-23,Windows
69652,Advance Wars: Dual Strike,2006-03-22,Nintendo DS
69652,Advance Wars: Dual Strike,2016-03-03,Wii U
69652,Advance Wars: Dual Strike,2005-09-30,Nintendo DS
69652,Advance Wars: Dual Strike,2005-06-23,Nintendo DS
69652,Advance Wars: Dual Strike,2005-08-22,Nintendo DS
73825,Braid,2010-12-14,Linux
73825,Braid,2009-05-20,Macintosh
73825,Braid,2010-01-26,Windows
73825,Braid,2009-12-17,PlayStation 3
73825,Braid,2009-04-10,Windows
73825,Braid,2008-08-06,Xbox 360
70697,God of War II,2007-05-03,PlayStation 2
70697,God of War II,2007-04-27,PlayStation 2
70697,God of War II,2008-01-11,PlayStation 2
70697,God of War II,2008-08-07,PlayStation 2
70697,God of War II,2007-10-25,PlayStation 2
70697,God of War II,2008-07-03,PlayStation 2
70697,God of War II,2007-06-29,PlayStation 2
70697,God of War II,2007-04-26,PlayStation 2
70697,God of War II,2007-03-13,PlayStation 2
70697,God of War II,2008-04-06,PlayStation 2
77267,Thief II: The Metal Age,2000-03-21,Windows
77267,Thief II: The Metal Age,2012-05-22,Windows
102098,Ascension: Chronicle of the Godslayer,2014-09-17,Android
102098,Ascension: Chronicle of the Godslayer,2011-06-29,iPad
102098,Ascension: Chronicle of the Godslayer,2014-09-17,Windows
69708,Beyond Good & Evil,2003-11-20,PlayStation 2
69708,Beyond Good & Evil,2004-02-27,GameCube
69708,Beyond Good & Evil,2003-11-14,PlayStation 2
69708,Beyond Good & Evil,2003-12-05,Windows
69708,Beyond Good & Evil,2006-10-06,Windows
69708,Beyond Good & Evil,2004-02-27,Xbox
69708,Beyond Good & Evil,2003-12-04,Windows
69708,Beyond Good & Evil,2003-12-11,GameCube
69708,Beyond Good & Evil,2003-11-11,PlayStation 2
69708,Beyond Good & Evil,2003-11-19,Windows
69708,Beyond Good & Evil,2003-12-02,Xbox
69708,Beyond Good & Evil,2011-06-28,PlayStation 3
69708,Beyond Good & Evil,2008-05-13,Windows
69708,Beyond Good & Evil,2011-03-02,Xbox 360
68364,Halo: Combat Evolved,2002-03-14,Xbox
68364,Halo: Combat Evolved,2003-12-03,Macintosh
68364,Halo: Combat Evolved,2003-09-30,Windows
68364,Halo: Combat Evolved,2001-11-14,Xbox
69530,Ico,2002-03-22,PlayStation 2
69530,Ico,2004-08-05,PlayStation 2
69530,Ico,2001-12-06,PlayStation 2
69530,Ico,2001-09-24,PlayStation 2
69530,Ico,2012-01-17,PlayStation 3
70139,Mario Kart Wii,2008-04-24,Wii
70139,Mario Kart Wii,2008-04-11,Wii
70139,Mario Kart Wii,2008-04-10,Wii
70139,Mario Kart Wii,2008-04-27,Wii
79378,BioShock Infinite,2013-03-26,PlayStation 3
79378,BioShock Infinite,2013-03-26,Xbox 360
79378,BioShock Infinite,2013-03-26,Windows
79378,BioShock Infinite,2013-04-25,PlayStation 3
79378,BioShock Infinite,2013-03-25,Windows
78297,Max Payne,2002-03-14,Xbox
78297,Max Payne,2001-07-25,Windows
78297,Max Payne,2003-05-22,PlayStation 2
78297,Max Payne,2001-07-23,Windows
78297,Max Payne,2001-12-12,Xbox
78297,Max Payne,2012-03-01,PlayStation 3
78297,Max Payne,2002-01-22,PlayStation 2
78297,Max Payne,2001-07-27,Windows
78297,Max Payne,2003-01-04,Windows
68877,Uncharted: Drake's Fortune,2007-12-04,PlayStation 3
68877,Uncharted: Drake's Fortune,2007-12-07,PlayStation 3
68877,Uncharted: Drake's Fortune,2007-12-06,PlayStation 3
68877,Uncharted: Drake's Fortune,2009-08-17,PlayStation 3
68877,Uncharted: Drake's Fortune,2007-11-20,PlayStation 3
68877,Uncharted: Drake's Fortune,2007-12-05,PlayStation 3
72600,Left 4 Dead 2,2009-11-20,Xbox 360
72600,Left 4 Dead 2,2009-11-20,Windows
72600,Left 4 Dead 2,2009-11-17,Windows
72600,Left 4 Dead 2,2009-11-17,Xbox 360
68682,Heavy Rain,2010-02-23,PlayStation 3
68682,Heavy Rain,2011-02-25,PlayStation 3
68682,Heavy Rain,2016-03-02,PlayStation 4
68682,Heavy Rain,2010-02-24,PlayStation 3
68682,Heavy Rain,2010-02-26,PlayStation 3
74441,Metal Gear Solid 4: Guns of the Patriots,2012-12-14,PlayStation 3
74441,Metal Gear Solid 4: Guns of the Patriots,2009-03-05,PlayStation 3
74441,Metal Gear Solid 4: Guns of the Patriots,2008-06-12,PlayStation 3
74441,Metal Gear Solid 4: Guns of the Patriots,2009-06-16,PlayStation 3
74441,Metal Gear Solid 4: Guns of the Patriots,2014-12-17,PlayStation 3
74441,Metal Gear Solid 4: Guns of the Patriots,2009-03-13,PlayStation 3
81554,Deus Ex: Human Revolution,2011-08-25,PlayStation 3
81554,Deus Ex: Human Revolution,2011-08-25,Xbox 360
81554,Deus Ex: Human Revolution,2011-08-26,PlayStation 3
81554,Deus Ex: Human Revolution,2012-10-12,PlayStation 3
81554,Deus Ex: Human Revolution,2011-08-26,Xbox 360
81554,Deus Ex: Human Revolution,2011-08-26,Windows
81554,Deus Ex: Human Revolution,2011-10-20,PlayStation 3
81554,Deus Ex: Human Revolution,2011-10-20,Xbox 360
81554,Deus Ex: Human Revolution,2011-08-23,PlayStation 3
81554,Deus Ex: Human Revolution,2011-08-23,Windows
81554,Deus Ex: Human Revolution,2011-08-23,Xbox 360
81554,Deus Ex: Human Revolution,2012-02-28,PlayStation 3
179533,Dark Souls III,2016-04-12,PlayStation 4
179533,Dark Souls III,2016-04-12,Windows
179533,Dark Souls III,2016-03-24,Xbox One
179533,Dark Souls III,2016-03-24,PlayStation 4
179533,Dark Souls III,2016-04-12,Xbox One
179533,Dark Souls III,2016-04-11,Windows
183783,The Witcher 3: Wild Hunt - Hearts of Stone,2015-10-12,PlayStation 4
183783,The Witcher 3: Wild Hunt - Hearts of Stone,2015-10-13,Windows
183783,The Witcher 3: Wild Hunt - Hearts of Stone,2015-10-13,Xbox One
104615,Crusader Kings II,2012-02-03,Windows
104615,Crusader Kings II,2013-01-15,Linux
104615,Crusader Kings II,2012-02-14,Macintosh
104615,Crusader Kings II,2012-02-07,Windows
194926,Stardew Valley,2019-02-14,Android
194926,Stardew Valley,2017-04-13,Xbox One
194926,Stardew Valley,2017-10-06,Nintendo Switch
194926,Stardew Valley,2018-10-24,iPad
194926,Stardew Valley,2016-07-30,Linux
194926,Stardew Valley,2016-07-30,Macintosh
194926,Stardew Valley,2017-04-11,PlayStation 4
194926,Stardew Valley,2016-02-26,Windows
68458,Warcraft III: Reign of Chaos,2002-07-05,Macintosh
68458,Warcraft III: Reign of Chaos,2002-07-03,Macintosh
69650,Advance Wars,2002-01-11,Game Boy Advance
69650,Advance Wars,2001-09-10,Game Boy Advance
69650,Advance Wars,2014-04-03,Wii U
68551,Final Fantasy X,2002-05-17,PlayStation 2
68551,Final Fantasy X,2006-09-08,PlayStation 2
68551,Final Fantasy X,2001-12-17,PlayStation 2
68551,Final Fantasy X,2003-05-02,PlayStation 2
68551,Final Fantasy X,2002-05-24,PlayStation 2
68551,Final Fantasy X,2002-05-29,PlayStation 2
68551,Final Fantasy X,2002-01-31,PlayStation 2
68551,Final Fantasy X,2001-07-19,PlayStation 2
68551,Final Fantasy X,2007-01-25,PlayStation 2
68551,Final Fantasy X,2003-01-16,PlayStation 2
68551,Final Fantasy X,2005-09-08,PlayStation 2
68551,Final Fantasy X,2004-10-07,PlayStation 2
68628,Star Wars: Knights of the Old Republic II – The Sith Lords,2005-02-08,Windows
68628,Star Wars: Knights of the Old Republic II – The Sith Lords,2004-12-06,Xbox
68628,Star Wars: Knights of the Old Republic II – The Sith Lords,2015-07-21,Linux
68628,Star Wars: Knights of the Old Republic II – The Sith Lords,2005-02-11,Windows
68628,Star Wars: Knights of the Old Republic II – The Sith Lords,2005-02-08,Linux
266632,Hades,2018-12-06,Nintendo Switch
266632,Hades,2021-03-19,Nintendo Switch
266632,Hades,2019-12-10,Windows
68488,Final Fantasy IV,2013-06-03,Android
68488,Final Fantasy IV,2009-08-04,Wii
68488,Final Fantasy IV,2014-02-19,Wii U
68488,Final Fantasy IV,2012-12-20,iPad
68488,Final Fantasy IV,2005-12-15,Game Boy Advance
68488,Final Fantasy IV,2007-12-20,Nintendo DS
68488,Final Fantasy IV,1997-03-21,PlayStation
68488,Final Fantasy IV,1991-10-29,SNES
68488,Final Fantasy IV,1991-07-19,SNES
68488,Final Fantasy IV,2002-03-28,WonderSwan Color
68488,Final Fantasy IV,2005-12-12,Game Boy Advance
68488,Final Fantasy IV,2008-07-22,Nintendo DS
68488,Final Fantasy IV,1991-11-23,SNES
68488,Final Fantasy IV,2021-09-08,Windows
68488,Final Fantasy IV,2014-09-17,Windows
72053,God of War III,2010-03-18,PlayStation 3
72053,God of War III,2010-03-19,PlayStation 3
72053,God of War III,2010-05-21,PlayStation 3
72053,God of War III,2015-07-14,PlayStation 4
72053,God of War III,2010-03-16,PlayStation 3
82583,Assassin's Creed: Brotherhood,2010-11-18,PlayStation 3
82583,Assassin's Creed: Brotherhood,2010-11-18,Xbox 360
82583,Assassin's Creed: Brotherhood,2010-11-19,PlayStation 3
82583,Assassin's Creed: Brotherhood,2010-11-19,Windows
82583,Assassin's Creed: Brotherhood,2011-03-18,Windows
82583,Assassin's Creed: Brotherhood,2010-11-19,Xbox 360
82583,Assassin's Creed: Brotherhood,2011-03-17,Windows
82583,Assassin's Creed: Brotherhood,2011-07-13,Macintosh
82583,Assassin's Creed: Brotherhood,2010-11-16,PlayStation 3
82583,Assassin's Creed: Brotherhood,2010-11-16,Windows
82583,Assassin's Creed: Brotherhood,2010-11-16,Xbox 360
116760,Dishonored,2012-10-09,PlayStation 3
116760,Dishonored,2012-10-09,Xbox 360
116760,Dishonored,2012-10-11,PlayStation 3
116760,Dishonored,2012-10-12,PlayStation 3
116760,Dishonored,2012-10-12,Xbox 360
116760,Dishonored,2012-10-12,Windows
116760,Dishonored,2012-10-11,Xbox 360
116760,Dishonored,2012-10-09,Windows
72109,Company of Heroes,2006-09-22,Windows
72109,Company of Heroes,2006-09-13,Windows
72109,Company of Heroes,2006-09-12,Windows
72109,Company of Heroes,2006-09-28,Windows
72109,Company of Heroes,2008-01-23,Windows
102736,Mass Effect 2 - Lair of the Shadow Broker,2010-09-07,Windows
102736,Mass Effect 2 - Lair of the Shadow Broker,2010-09-07,Xbox 360
75757,Grand Theft Auto: San Andreas,2013-12-19,Android
75757,Grand Theft Auto: San Andreas,2004-10-29,PlayStation 2
75757,Grand Theft Auto: San Andreas,2005-06-10,Windows
75757,Grand Theft Auto: San Andreas,2005-06-10,Xbox
75757,Grand Theft Auto: San Andreas,2013-12-12,iPad
75757,Grand Theft Auto: San Andreas,2011-09-01,Macintosh
75757,Grand Theft Auto: San Andreas,2004-10-26,PlayStation 2
75757,Grand Theft Auto: San Andreas,2005-06-07,Windows
75757,Grand Theft Auto: San Andreas,2005-06-07,Xbox
75757,Grand Theft Auto: San Andreas,2012-12-11,PlayStation 3
75757,Grand Theft Auto: San Andreas,2014-01-27,Windows Phone
75757,Grand Theft Auto: San Andreas,2012-02-13,Macintosh
75757,Grand Theft Auto: San Andreas,2008-10-20,Xbox 360
71131,Ōkami,2007-02-09,PlayStation 2
71131,Ōkami,2008-06-13,Wii
71131,Ōkami,2006-04-20,PlayStation 2
71131,Ōkami,2012-10-30,PlayStation 3
71131,Ōkami,2009-11-15,Wii
