id,name,release_date,genre
73701,Spelunky,2008-12-21,Platformer
73701,Spelunky,2008-12-21,Roguelike
202070,Prey (2017),2017-05-05,Shooter
179730,Cuphead,2017-09-29,Run-and-gun
75401,Super Mario Land 2: 6 Golden Coins,1992-10-21,Platformer
76031,Tekken 3,1997-03-22,Fighting
68350,Final Fantasy,1987-12-18,RPG
69403,Castle Crashers,2008-08-27,Beat 'em Up
69403,Castle Crashers,2008-08-27,Scrolling
73949,Forza Motorsport 3,2009-10-22,Racing
71423,Duke Nukem 3D,1996-01-29,First Person Shooter
73633,Age of Empires,1997-10-15,Real Time Strategy
169208,This War of Mine,2014-11-14,Simulation
77570,Quake II,1997-12-09,First Person Shooter
234544,Disco Elysium,2019-10-15,RPG
133542,The Elder Scrolls V: Skyrim – Dragonborn,2012-12-04,RPG
133542,The Elder Scrolls V: Skyrim – Dragonborn,2012-12-04,Sandbox
143215,Pokémon X and Y,2013-10-12,RPG
161219,Middle-earth: Shadow of Mordor,2014-09-30,Action RPG
73840,Machinarium,2009-10-16,Adventure
79384,Tony Hawk's Pro Skater 2,2000-09-20,Sports
73958,RollerCoaster Tycoon 2,2002-10-15,Management
73958,RollerCoaster Tycoon 2,2002-10-15,Sandbox
73990,Medieval: Total War,2002-09-21,Real Time Strategy
69016,Grandia,1997-12-18,RPG
170859,The Talos Principle,2014-12-11,Action Adventure
170859,The Talos Principle,2014-12-11,Puzzle
68453,Puzzle Quest: Challenge of the Warlords,2007-03-16,Puzzle
68453,Puzzle Quest: Challenge of the Warlords,2007-03-16,RPG
82060,League of Legends,2009-10-27,MOBA / A-RTS
69705,The Legend of Zelda: Oracle of Seasons,2001-02-27,Action Adventure
191150,Subnautica,2018-01-16,Sandbox
191150,Subnautica,2018-01-16,Survival
87815,PAC-MAN Championship Edition DX,2010-11-17,Arcade
87815,PAC-MAN Championship Edition DX,2010-11-17,Maze
91018,SpaceChem,2011-01-01,Puzzle
89742,Requiem - An RPG Geek Adventure Across Space and Time,2011-01-01,Text Adventure
160766,Rise of the Tomb Raider,2015-11-10,Action Adventure
227359,Dead Cells,2017-05-10,Platformer
227359,Dead Cells,2017-05-10,Roguelike
71448,Rez,2001-11-22,Action
140545,Hearthstone: Heroes of Warcraft,2014-01-21,Strategy
70583,Slaves to Armok: God of Blood Chapter II – Dwarf Fortress,2006-08-08,Management
70583,Slaves to Armok: God of Blood Chapter II – Dwarf Fortress,2006-08-08,Roguelike
70583,Slaves to Armok: God of Blood Chapter II – Dwarf Fortress,2006-08-08,Sandbox
80334,Pokémon Black and White,2010-09-18,RPG
78453,Defense Grid: The Awakening,2008-12-08,Tower Defense
86057,Super Meat Boy,2010-10-20,Platformer
128509,Ticket to Ride: Europe (Stand-alone game),2012-07-24,Strategy
74479,Teenage Mutant Ninja Turtles: Turtles in Time,1991-09-18,Beat 'em Up
74479,Teenage Mutant Ninja Turtles: Turtles in Time,1991-09-18,Scrolling
128013,The Walking Dead: A TellTale Game Series - Season 1: Episode 2: Starved For Help,2012-06-27,Action Adventure
128013,The Walking Dead: A TellTale Game Series - Season 1: Episode 2: Starved For Help,2012-06-27,Interactive Movie
144037,Agricola,2013-06-13,Strategy
106223,Star Wars: The Old Republic,2011-12-20,Action RPG
106223,Star Wars: The Old Republic,2011-12-20,MMO
80457,Gran Turismo 5,2010-11-24,Racing
100084,Torchlight II,2012-09-20,Action RPG
100084,Torchlight II,2012-09-20,Dungeon Crawler
77461,Mafia,2002-08-28,Action Adventure
77461,Mafia,2002-08-28,Sandbox
71947,inFAMOUS,2009-05-26,Action
71947,inFAMOUS,2009-05-26,Sandbox
71947,inFAMOUS,2009-05-26,Shooter
80600,Metal Gear Solid: The Twin Snakes,2004-03-09,Action Adventure
80600,Metal Gear Solid: The Twin Snakes,2004-03-09,Stealth
74342,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,First Person Shooter
74342,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,RPG
79994,FreeSpace 2,1999-09-30,Flight Simulator
134771,The Walking Dead: A TellTale Game Series - Season 1: Episode 4: Around Every Corner,2012-10-09,Action Adventure
134771,The Walking Dead: A TellTale Game Series - Season 1: Episode 4: Around Every Corner,2012-10-09,Interactive Movie
69653,Advance Wars: Days of Ruin,2008-01-21,Strategy
98300,Animal Crossing: New Leaf,2012-11-08,Simulation
68547,Final Fantasy VIII,1999-02-11,RPG
134772,The Walking Dead: A TellTale Game Series - Season 1: Episode 5: No Time Left,2012-11-20,Action Adventure
134772,The Walking Dead: A TellTale Game Series - Season 1: Episode 5: No Time Left,2012-11-20,Interactive Movie
70560,Europa Universalis III,2007-01-23,Strategy
71238,Age of Mythology,2002-11-01,Real Time Strategy
75347,Jak and Daxter: The Precursor Legacy,2001-12-04,Adventure
75347,Jak and Daxter: The Precursor Legacy,2001-12-04,Platformer
74964,Tony Hawk's Pro Skater 3,2001-10-28,Sports
77726,Crash Bandicoot 3: Warped,1998-10-31,Platformer
162449,Star Realms,2014-07-05,Strategy
70561,Europa Universalis II,2001-11-12,Real Time Strategy
70561,Europa Universalis II,2001-11-12,Strategy
166268,Shadowrun: Dragonfall – Director's Cut,2014-09-18,RPG
166268,Shadowrun: Dragonfall – Director's Cut,2014-09-18,Tactical RPG
73903,Riven: The Sequel to Myst,1997-10-29,Point-and-Click
78014,Call of Duty: Black Ops,2010-11-09,First Person Shooter
71156,Fire Emblem: Radiant Dawn,2007-02-22,Tactical RPG
113766,Reiner Knizia's Tigris and Euphrates,2011-11-15,Strategy
114371,The Witness (2016),2016-01-26,Adventure
114371,The Witness (2016),2016-01-26,Puzzle
90149,Red Dead Redemption: Undead Nightmare,2010-10-26,Action Adventure
90149,Red Dead Redemption: Undead Nightmare,2010-10-26,Sandbox
90149,Red Dead Redemption: Undead Nightmare,2010-10-26,Shooter
69641,Battlefield 2,2005-06-21,First Person Shooter
71166,Ultima V: Warriors of Destiny,1988-10-05,RPG
77664,Pokémon Ruby and Sapphire,2002-11-21,RPG
73447,Sid Meier's Pirates! (2004),2004-11-22,Sandbox
73447,Sid Meier's Pirates! (2004),2004-11-22,Strategy
73471,Dragon Age: Origins – Awakening,2010-03-16,RPG
74283,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002-09-30,First Person Shooter
74283,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002-09-30,Stealth
116389,South Park: The Stick of Truth,2014-03-04,RPG
71465,Alan Wake,2010-05-14,Action Adventure
76220,Dungeon Keeper,1997-06-26,Real Time Strategy
70841,Pokémon Diamond and Pearl,2006-09-28,RPG
77572,Gunstar Heroes,1993-09-09,Run-and-gun
118254,Halo 4,2012-11-06,First Person Shooter
100586,Guild Wars 2,2012-08-28,Action RPG
100586,Guild Wars 2,2012-08-28,MMO
100586,Guild Wars 2,2012-08-28,Strategy
68489,Final Fantasy V,1992-12-06,RPG
69355,Phoenix Wright: Ace Attorney: Justice For All,2002-10-22,Adventure
69355,Phoenix Wright: Ace Attorney: Justice For All,2002-10-22,Visual Novel
132942,Zero Escape: Virtue's Last Reward,2012-02-16,Adventure
132942,Zero Escape: Virtue's Last Reward,2012-02-16,Puzzle
132942,Zero Escape: Virtue's Last Reward,2012-02-16,Visual Novel
68802,Guitar Hero II,2006-11-07,Rhythm
71032,Diablo III,2012-05-15,Action RPG
166503,Keep Talking and Nobody Explodes,2015-07-16,Party
166503,Keep Talking and Nobody Explodes,2015-07-16,Puzzle
74249,Homeworld 2,2003-09-16,Real Time Strategy
148955,"The Wolf Among Us - Season 1, Episode 1: Faith",2013-10-11,Action Adventure
148955,"The Wolf Among Us - Season 1, Episode 1: Faith",2013-10-11,Interactive Movie
68441,Fable (2004),2004-09-14,RPG
70437,Pharaoh,1999-10-31,Management
70437,Pharaoh,1999-10-31,Strategy
110085,The Binding of Isaac,2011-09-28,Action RPG
110085,The Binding of Isaac,2011-09-28,Dungeon Crawler
110085,The Binding of Isaac,2011-09-28,Roguelike
71052,Ikaruga,2001-12-20,Shoot 'em Up
187163,Detroit: Become Human,2018-05-25,Interactive Movie
70966,Wii Sports Resort,2009-07-26,Sports
78353,Just Cause 2,2010-03-23,Action Adventure
78353,Just Cause 2,2010-03-23,Sandbox
78353,Just Cause 2,2010-03-23,Shooter
189896,Divinity: Original Sin II,2017-09-14,RPG
148659,Pandemic: The Board Game,2013-10-03,Simulation
148659,Pandemic: The Board Game,2013-10-03,Strategy
174916,Cities: Skylines,2015-03-10,Management
174916,Cities: Skylines,2015-03-10,Sandbox
174916,Cities: Skylines,2015-03-10,Simulation
77948,Resident Evil 3: Nemesis,1999-11-11,Action Adventure
68296,Tom Clancy's Splinter Cell,2002-11-17,Shooter
68296,Tom Clancy's Splinter Cell,2002-11-17,Stealth
73603,Burnout Revenge,2005-09-13,Racing
70607,Geometry Wars Retro Evolved 2,2008-07-30,Shoot 'em Up
227111,Race for the Galaxy,2017-05-03,Strategy
169802,Pokémon Omega Ruby and Alpha Sapphire,2014-11-28,RPG
74170,Gothic (2001),2001-03-15,Action RPG
74170,Gothic (2001),2001-03-15,First Person Shooter
71706,Donkey Kong Country 3: Dixie Kong's Double Trouble,1996-11-22,Platformer
124192,Ni no Kuni: Wrath of the White Witch,2011-11-17,RPG
79611,Wing Commander: Privateer,1993-09-22,Flight Simulator
144160,Until Dawn,2015-08-25,Interactive Movie
144160,Until Dawn,2015-08-25,Survival
104459,Race for the Galaxy AI,2009-09-02,4x Strategy
71182,Prince of Persia (1989),1989-10-03,Action
71182,Prince of Persia (1989),1989-10-03,Platformer
134996,Stone Age: The Board Game,2012-12-11,Strategy
68652,Castlevania: Dawn of Sorrow,2005-10-04,Action Adventure
68652,Castlevania: Dawn of Sorrow,2005-10-04,Arcade
68652,Castlevania: Dawn of Sorrow,2005-10-04,Platformer
68652,Castlevania: Dawn of Sorrow,2005-10-04,RPG
118237,Fez,2012-04-13,Platformer
201764,Yakuza 0,2015-03-12,Action Adventure
71246,Wing Commander (1990),1990-09-27,Flight Simulator
142806,LEGO Marvel Super Heroes,2013-10-22,Action Adventure
71357,Chrono Cross,1999-11-18,RPG
159687,Far Cry 4,2014-11-18,First Person Shooter
159687,Far Cry 4,2014-11-18,Sandbox
73170,Shogun: Total War,2000-06-13,Real Time Strategy
73170,Shogun: Total War,2000-06-13,Strategy
70835,Picross DS,2007-01-25,Puzzle
80644,Professor Layton and the Unwound Future,2008-11-27,Puzzle
70667,Operation Flashpoint: Cold War Crisis,2001-06-22,First Person Shooter
121116,Pikmin 3,2013-07-13,Real Time Strategy
75031,ActRaiser,1990-12-16,Action
75031,ActRaiser,1990-12-16,Strategy
73409,The Neverhood,1996-10-31,Point-and-Click
73409,The Neverhood,1996-10-31,Puzzle
75221,Neverwinter Nights: Shadows of Undrentide,2003-06-21,RPG
75221,Neverwinter Nights: Shadows of Undrentide,2003-06-21,Sandbox
70819,Castlevania: Portrait of Ruin,2006-11-16,Action RPG
76343,Hitman: Blood Money,2006-05-26,Shooter
76343,Hitman: Blood Money,2006-05-26,Stealth
173594,Ori and the Blind Forest,2015-03-11,Metroidvania
173594,Ori and the Blind Forest,2015-03-11,Puzzle
155468,Alien: Isolation,2014-10-07,First Person Shooter
155468,Alien: Isolation,2014-10-07,Stealth
72827,Silent Hill 3,2003-08-05,Adventure
77684,Crash Bandicoot 2: Cortex Strikes Back,1997-10-31,Platformer
74445,The Lord of the Rings: The Battle for Middle-earth,2004-12-06,Real Time Strategy
242969,Into the Breach,2018-02-27,RPG
242969,Into the Breach,2018-02-27,Simulation
242969,Into the Breach,2018-02-27,Strategy
158204,Darkest Dungeon,2016-01-19,Dungeon Crawler
158204,Darkest Dungeon,2016-01-19,RPG
158204,Darkest Dungeon,2016-01-19,Scrolling
78451,Oddworld: Abe's Exoddus,1998-11-17,Action Adventure
78451,Oddworld: Abe's Exoddus,1998-11-17,Platformer
78451,Oddworld: Abe's Exoddus,1998-11-17,Puzzle
71128,Parasite Eve,1998-03-29,RPG
134943,Baldur's Gate: Enhanced Edition,2012-11-28,RPG
80272,Oddworld: Abe's Oddysee,1997-10-27,Action Adventure
80272,Oddworld: Abe's Oddysee,1997-10-27,Platformer
70851,The Legend of Zelda: Phantom Hourglass,2007-06-23,Action Adventure
75808,Banjo-Tooie,2000-11-20,Adventure
75808,Banjo-Tooie,2000-11-20,Platformer
75808,Banjo-Tooie,2000-11-20,Puzzle
87300,inFAMOUS 2,2011-06-07,Action
87300,inFAMOUS 2,2011-06-07,Sandbox
87300,inFAMOUS 2,2011-06-07,Shooter
179569,Firewatch,2016-02-09,Action Adventure
179569,Firewatch,2016-02-09,Walking Simulator
68674,Fable II,2008-10-21,RPG
68879,Mirror's Edge,2008-11-12,Action Adventure
68879,Mirror's Edge,2008-11-12,First Person Shooter
68879,Mirror's Edge,2008-11-12,Platformer
73893,"Warhammer 40,000: Dawn of War II",2009-02-19,Real Time Strategy
77804,Shining Force,1992-03-19,Tactical RPG
69079,Trials HD,2009-08-12,Racing
73131,Sid Meier's Civilization Revolution,2008-06-13,4x Strategy
112964,Super Mario 3D Land,2011-11-03,Platformer
245330,HλLF-LIFE: Opposing Force,1999-11-01,First Person Shooter
74664,Star Wars: X-Wing vs. TIE Fighter,1997-04-30,Flight Simulator
104079,Puerto Rico HD,2011-08-04,Strategy
77564,Counter-Strike: Source,2004-11-01,First Person Shooter
182943,Stellaris,2016-05-09,4x Strategy
182943,Stellaris,2016-05-09,Strategy
79851,Age of Wonders: Shadow Magic,2003-07-29,4x Strategy
79851,Age of Wonders: Shadow Magic,2003-07-29,Strategy
82024,Amnesia: The Dark Descent,2010-09-08,Action Adventure
73005,Osu! Tatakae! Ouendan,2005-07-28,Rhythm
180878,Splendor,2015-07-10,Strategy
89117,Path of Exile,2013-10-23,Action RPG
122963,Legend of Grimrock,2012-04-11,Dungeon Crawler
122963,Legend of Grimrock,2012-04-11,RPG
72582,Castlevania III: Dracula's Curse,1989-12-22,Metroidvania
72582,Castlevania III: Dracula's Curse,1989-12-22,Platformer
82312,Lara Croft and the Guardian of Light,2010-08-18,Action Adventure
144689,Metal Gear Solid V: The Phantom Pain,2015-09-01,Action Adventure
144689,Metal Gear Solid V: The Phantom Pain,2015-09-01,Stealth
68426,Halo 3: ODST,2009-09-22,First Person Shooter
70515,Guitar Hero,2005-11-08,Rhythm
90284,Borderlands: The Zombie Island of Dr. Ned,2009-11-24,First Person Shooter
90284,Borderlands: The Zombie Island of Dr. Ned,2009-11-24,RPG
150648,Child of Light,2014-04-29,RPG
68691,Super Mario Sunshine,2002-07-19,Platformer
71222,Bully,2006-10-17,Adventure
71222,Bully,2006-10-17,Sandbox
116397,Kingdoms of Amalur: Reckoning,2012-02-07,Action RPG
74406,Need for Speed: Most Wanted,2005-11-15,Racing
84330,Enslaved: Odyssey to the West,2010-10-05,Action Adventure
68699,Marvel: Ultimate Alliance,2006-10-24,Action RPG
77875,Super Street Fighter IV,2010-04-30,Fighting
70689,Titan Quest,2006-06-26,Action RPG
113564,To the Moon,2011-03-11,Adventure
113564,To the Moon,2011-03-11,RPG
114422,Spec Ops: The Line,2012-06-26,Shooter
71141,Tony Hawk's Pro Skater 4,2002-10-23,Sports
185602,Undertale,2015-09-15,RPG
69948,LEGO Star Wars: The Video Game,2005-03-30,Action Adventure
71237,Age of Empires III,2005-10-18,Real Time Strategy
69174,Shenmue,1999-12-29,Adventure
69174,Shenmue,1999-12-29,Fighting
75776,Peggle,2007-02-27,Puzzle
161017,Super Mario Maker,2015-09-10,Platformer
192948,Titanfall 2,2016-10-28,Action
192948,Titanfall 2,2016-10-28,First Person Shooter
77922,Medieval II: Total War – Kingdoms,2007-08-31,Real Time Strategy
77922,Medieval II: Total War – Kingdoms,2007-08-31,Strategy
206515,Return of the Obra Dinn,2018-10-18,Adventure
206515,Return of the Obra Dinn,2018-10-18,Point-and-Click
206515,Return of the Obra Dinn,2018-10-18,Puzzle
134508,Spaceteam,2012-11-29,Party
73413,Torchlight,2009-10-27,Action RPG
74049,Star Wars: Battlefront (2004),2004-09-20,Action
74049,Star Wars: Battlefront (2004),2004-09-20,Shooter
76382,Sins of a Solar Empire,2008-02-04,4x Strategy
76382,Sins of a Solar Empire,2008-02-04,Real Time Strategy
76379,Jagged Alliance,1994-06-02,Strategy
76379,Jagged Alliance,1994-06-02,Tactical RPG
71120,Lunar: The Silver Star Story Complete,1996-10-25,RPG
99594,Call of Duty: Modern Warfare 3,2011-11-08,First Person Shooter
79451,Tom Clancy's Splinter Cell: Chaos Theory,2005-03-23,Shooter
79451,Tom Clancy's Splinter Cell: Chaos Theory,2005-03-23,Stealth
73890,Silent Storm,2003-11-07,Tactical RPG
125760,The Elder Scrolls V: Skyrim – Dawnguard,2012-06-26,RPG
125760,The Elder Scrolls V: Skyrim – Dawnguard,2012-06-26,Sandbox
76206,Sonic the Hedgehog 3,1994-02-02,Platformer
73884,Crysis,2007-11-13,First Person Shooter
74335,Medal of Honor: Allied Assault,2002-01-20,First Person Shooter
142678,Wolfenstein: The New Order,2014-05-20,First Person Shooter
77715,Anno 1404,2009-06-25,Management
77715,Anno 1404,2009-06-25,Real Time Strategy
72949,Sonic the Hedgehog (1991 / 16-bit),1991-06-23,Platformer
72949,Sonic the Hedgehog (1991 / 16-bit),1991-06-23,Scrolling
131863,Hotline Miami,2012-10-23,Action
131863,Hotline Miami,2012-10-23,Shooter
72255,VVVVVV,2010-01-11,Platformer
72255,VVVVVV,2010-01-11,Puzzle
70969,Guitar Hero III: Legends of Rock,2007-10-27,Rhythm
73143,"Warhammer 40,000: Dawn of War – Winter Assault",2005-09-23,Real Time Strategy
130904,Sonic & All-Stars Racing Transformed,2012-11-16,Racing
74549,Conker's Bad Fur Day,2001-03-05,Action Adventure
76114,Panzer General II,1997-09-30,Strategy
72506,Kirby's Adventure,1992-11-30,Platformer
98952,Pinball FX 2,2010-10-27,Pinball
76830,Picross 3D,2009-03-12,Puzzle
68415,Crackdown,2007-02-20,Action Adventure
68415,Crackdown,2007-02-20,Sandbox
71366,Skies of Arcadia,2000-10-05,RPG
75725,Theme Hospital,1997-03-31,Management
75725,Theme Hospital,1997-03-31,Strategy
179509,Dishonored 2,2016-11-11,Action RPG
179509,Dishonored 2,2016-11-11,Strategy
77210,The Lord of the Rings Online: Shadows of Angmar,2007-04-24,MMO
77210,The Lord of the Rings Online: Shadows of Angmar,2007-04-24,RPG
71124,Vagrant Story,2000-02-10,Action RPG
70645,Baldur's Gate: Dark Alliance II,2004-01-20,Action RPG
138156,Kerbal Space Program,2011-06-24,Simulation
135065,Battle of the Bulge,2012-12-13,Simulation
135065,Battle of the Bulge,2012-12-13,Strategy
68438,Darksiders,2010-01-05,Action Adventure
130126,LEGO The Lord of the Rings,2012-10-30,Action Adventure
72054,Bayonetta,2009-10-29,Action
72054,Bayonetta,2009-10-29,Beat 'em Up
130787,Ascension: Storm of Souls,2012-05-10,Strategy
135874,Shadowrun Returns,2013-07-25,RPG
135874,Shadowrun Returns,2013-07-25,Tactical RPG
149818,The Stanley Parable,2011-07-27,Walking Simulator
71598,Super Punch-Out!!,1994-02-28,Arcade
76779,Fire Emblem: The Sacred Stones,2004-10-07,Tactical RPG
73881,King's Bounty: The Legend,2008-04-25,Tactical RPG
76209,Sonic & Knuckles,1994-10-17,Platformer
78027,Spyro 2: Ripto's Rage!,1999-11-02,Platformer
97393,Mortal Kombat (2011),2011-04-19,Fighting
116087,Counter-Strike: Global Offensive,2012-08-21,First Person Shooter
144855,Rogue Legacy,2013-06-27,Action RPG
144855,Rogue Legacy,2013-06-27,Platformer
144855,Rogue Legacy,2013-06-27,Roguelike
143974,Donkey Kong Country: Tropical Freeze,2014-02-13,Platformer
71768,Terranigma,1995-10-20,Action RPG
73590,Call of Duty: World at War,2008-11-11,First Person Shooter
172077,Tabletop Simulator,2014-04-18,Sandbox
172077,Tabletop Simulator,2014-04-18,Simulation
71915,Metroid,1986-08-06,Metroidvania
73962,Tom Clancy's Rainbow Six 3: Raven Shield,2003-03-18,First Person Shooter
73493,Golden Sun: The Lost Age,2002-06-28,RPG
74353,The Sims 3,2009-06-02,Life Simulation
102737,Mass Effect 2 - Kasumi: Stolen Memory,2010-04-06,Action RPG
102737,Mass Effect 2 - Kasumi: Stolen Memory,2010-04-06,RPG
74334,Call of Duty: United Offensive,2004-09-14,First Person Shooter
73971,Syberia,2002-01-09,Adventure
122675,Wasteland 2,2014-09-18,RPG
79244,Kirby Super Star,1995-07-31,Platformer
73407,Ogre Battle: The March of the Black Queen,1993-03-12,Strategy
73651,F.E.A.R.: First Encounter Assault Recon,2005-10-17,First Person Shooter
79967,Streets of Rage 2,1992-12-20,Beat 'em Up
74692,Forza Motorsport 2,2007-05-24,Racing
154013,The Banner Saga,2014-01-14,RPG
154013,The Banner Saga,2014-01-14,Strategy
154013,The Banner Saga,2014-01-14,Tactical RPG
254837,Sekiro: Shadows Die Twice,2019-03-22,Action Adventure
254837,Sekiro: Shadows Die Twice,2019-03-22,Action RPG
74404,Need for Speed: Underground 2,2004-11-15,Racing
204818,Overcooked!,2016-08-03,Party
74346,Close Combat: A Bridge Too Far,1997-09-30,Real Time Strategy
162035,Borderlands: The Pre-Sequel!,2014-10-14,RPG
162035,Borderlands: The Pre-Sequel!,2014-10-14,Shooter
